id,productTitle,content,category,labels
321432345822,the ordinary10%杏仁酸 果酸去角质闭口黑头粉刺收毛孔精华,有用来去鼻子上的黑头的吗,功效,0
378532967887,【店铺直播专享】雅诗兰黛白金级花菁萃紧颜精华面霜柔润质地抗老,大家用白金面霜都搭配什么精华一起？,使用方法,2
357895920932,珀莱雅水动力盈润霜补水保湿霜滋润护肤品锁水保湿精华清爽面霜女,油皮敏感肌可以用吗，会不会很油？推荐购买吗？！,使用感受/适⽤⼈群,5|1
330540314659,【专享链接】【直播抢购】娇韵诗光芒小瓷瓶美白淡斑面部精华液,请问下 有没有用过倩碧镭射瓶的 哪个有效果啊,竞品对比,7
370166754056,【老爸抽检】红景天焕亮修护乳霜持久抗氧提亮淡纹修护抗初老面霜,现在价格238，合适入手吗,价格,9
301636727963,the ordinary10%杏仁酸精华去角质闭口黑头粉刺收缩毛孔,用了皮肤会不会脱皮,不良反应,6
337239094084,寻荟记芦荟胶正品官方旗舰店祛痘印凝胶膏补水保湿女男士专用面霜,"完美
完美",其他,3
231732722232,【立即预定】Fresh馥蕾诗Lotus面霜 补水保湿清爽面霜夏日,有没有用了过敏的呀？,不良反应,6
223431523507,优斐斯传明酸修护精华液氨甲环酸面部提亮肤色原液官方旗舰店正品,红血丝可以用吗,适⽤⼈群,1
308250102920,润百颜玻尿酸水润次抛精华液面部补水保湿官方旗舰店正品华熙生物,水光针之后总可以吗,使用方法,2
333327147972,【店铺直播专享】雅诗兰黛胶原霜淡纹修护抗老紧致智妍面霜乳霜,夏天油，冬天干，请问买滋润款还是混合，还是所有肤质款？,适⽤⼈群,1
219422610164,【时代少年团推荐】理肤泉k乳祛痘粉刺黑头水杨酸收缩毛孔精华乳,那个敏感痘痘肌肤的话duo乳和Ｋ乳那一个更好啊？,适⽤⼈群,1
258963775349,雅诗兰黛面部美白精华 打斑弹淡色斑晒斑 美白提亮淡黯沉淡痘印,油皮可以用吗？,适⽤⼈群,1
347008388626,【立即抢购】欧莱雅小蜜罐轻盈版面霜玻色因保湿抗皱紧致抗老化,18能用吗,适⽤⼈群,1
92294433455,自然堂亮透水光素颜霜懒人霜面霜日霜自然美颜肤色提亮保湿烟酰胺,油性皮肤合适吗 亲们 推荐购买不,适⽤⼈群,1
92439863822,科颜氏水润保湿精华乳精华 保湿改善暗沉补水,塑料瓶还是玻璃瓶？瓶盖可以扭开吗？,包装,8
360882455213,【立即加购】欧莱雅小蜜罐轻盈版面霜玻色因保湿抗皱紧致抗老化,各位刘亦菲们，我22岁 有没有推荐的面霜 预算充足，推荐一下求求了,适⽤⼈群,1
301577763211,【99划算节】SK-II大红瓶面霜乳液抗皱紧致保湿护肤品skll sk2,过敏泛红能用吗,适⽤⼈群,1
329866981906,OLAY玉兰油多效修护霜烟酰胺补水保湿淡纹面霜乳液官方,40岁用多效好还是大红瓶好,适⽤⼈群,1
358077187719,【全新升级】珀莱雅红宝石面霜2.0六胜肽深层补水保湿紧致抗初老,21岁适合用吗,适⽤⼈群,1
290634124033,【立即预定】Fresh馥蕾诗红茶酵母酵萃精华液 精华水,里面有沉淀物么,属性,4
352389073535,薇诺娜舒敏保湿特护霜15g 敏感肌护肤品面霜补水舒缓修护屏障维稳,有孕妇用这个吗,适⽤⼈群,1
331158552986,【全新升级】珀莱雅红宝石面霜2.0六胜肽深层补水保湿紧致抗初老,油皮用着黏腻吗,使用感受,5
260111092989,3瓶 仁和药业烟酰胺原液淡化痘印痘痘精华液补水官方正品旗舰店,这个还有什么其他效果吗？ 明白可以吗？,功效,0
376147671929,【超级品牌日】兰蔻极光精华水 混油皮控油平衡水油细腻毛孔精华,冬天干皮适合吗,适⽤⼈群,1
372769046368,John Jeff3%B5积雪草马齿苋精华液改善泛红补水保湿敏肌舒缓退红,敷完黑头泥膜，用这个精华液修复效果怎么样！,功效,0
344139480042,仁和匠心烟酰胺原液溶斑油焕活补水精华液收缩毛孔官方旗舰店正品,效果怎么样,功效,0
350592365151,【立即抢购】华熙生物夸迪5D玻尿酸焕颜蓝次抛保湿抗皱修护精华液,雅诗兰黛小棕瓶好用还是这个好用？,竞品对比,7
363375909599,专享收缩1%水杨酸精华原液祛痘淡化痘印去闭口粉刺黑头控油毛孔,说实话姐妹们，去闭口有用？,功效,0
337391596139,毕生之研五环air精华2.0舒缓维稳修护油皮敏感肌平衡水油控油保湿,抗🔥预防痘痘效果怎样呀～,功效,0
318969735637,春日来信20%原型VC精华液面部提亮改善暗沉,可以冷藏吗,其他,3
90332341946,dm德国芭乐雅balea玻尿酸原液补水舒缓保湿精华 原液安瓶 6盒,你们的味道是不是也特别香,属性,4
300284321326,倩碧302镭射瓶淡斑美白精华液 提亮抗氧淡痘印舒缓,含有酸类成分吗,属性,4
317604830596,377美白精华液淡斑溶斑熊果苷VC烟酰胺祛斑提亮去黄改善暗沉肤色,你们喜欢用什么香水？,其他,3
235725522807,理肤泉官方旗舰店特安面霜安心霜40ml舒缓修护敏感,是正品吗？,其他,3
213717258218,HFP酵母嫩肤保湿精华水 补水滋润护肤收敛毛孔细腻嫩滑,你们加购后有送了眼霜吗？？,包装,8
258558962533,【预售】露得清a醇晚霜抗皱紧致修护肌肤乳 保湿滋润面霜淡化细纹,我17岁可以用这个吗？想用这个和美白精华去痘印,功效/适⽤⼈群,0|1
302397943010,DR.WU达尔肤杏仁酸精华8%果酸水杨酸祛痘去闭口粉刺黑头控油,痘痘用这个可以好吗,功效,0
302082116229,理肤泉B5修复霜100ml 保湿淡化印痕修护敏感肌积雪草面霜,效果怎么样,功效,0
226238383831,珀莱雅紧致肌密弹力修护面霜提拉紧致补水滋润保湿面霜男女不油腻,你好，请问补水保湿不？,功效,0
340868901026,玉泽臻安润泽修护蓝铜胜肽精华液30ml敏感肌面部保湿舒缓补水精华,修护维稳效果怎么样,功效,0
381420985857,薇诺娜高保湿修护面霜 水泵霜 干皮补水屏障舒缓国货护肤品男女,出油但是皮肤底层干燥用这个会不会太厚重?,使用感受,5
96788344594,【现货速运】kiehls科颜氏淡斑精华液淡化痘印VC抗氧美白双效,可以变白吗？,功效,0
278115442317,【会员盛典】海蓝之谜浓缩修护精华露 紧致轮廓抗皱抗老修护,"15ml
15ml可以用多久？美眉们",属性,4
369700475575,【抢先加购】林清轩山茶花润肤油以油养肤小皇瓶修护保湿抗老,问用了长痘痘,不良反应,6
301465760764,PURID朴理创研修护焕漾精华液 2号精华3.0 油橄榄 舒缓淡红,一次几泵,使用方法,2
371127745625,【99划算节】SK-II神仙水精华液精华水保湿紧致修护抗皱skll sk2,可以用这个刷酸吗,使用方法,2
206113004641,薇诺娜紧致淡纹精华霜30g 抗皱紧致面部精华收缩毛孔淡化细纹保湿,买过的亲们，真的祛斑吗,功效,0
303980211601,【会员盛典】海蓝之谜浓缩修护精华露 紧致轮廓抗皱抗老修护,有抗老效果吗,功效,0
93309132087,OLAY玉兰油大红瓶面霜胜肽抗皱抗衰老紧致补水保湿乳液旗舰店 A,和专柜的一样吗？,渠道,10
381890567953,【店铺直播专享】雅诗兰黛面部精华 第七代小棕瓶精华液 修护淡纹,姐妹们，外油内干的皮肤用起来会很黏腻吗？,使用感受,5
205275489541,【99划算节】雅顿金胶精华油次抛胶囊维稳神经酰胺淡纹紧致约60粒,好吸收吗？会不会油不吸收？用着有用吗能紧致美白淡斑吗？,使用感受/功效,5|0
339489595944,【99限时礼】娇韵诗黄金双萃精华50ml抗皱紧致淡纹维稳修护,用了以后皮肤发黄吗？,不良反应,6
258209536119,韩熙贞素颜霜防蓝光懒人霜裸妆隔离遮瑕提亮身体学生男女正品面霜,用蓝光款你们有用隔离么,使用方法,2
319622505428,修正烟酰胺原液熊果苷面部玻尿酸精华液旗舰店官方正品送美白面膜,亲亲们涂完可不可以去海边游泳呢？,使用方法,2
299260921888,【自播间限量秒杀】娇兰帝皇蜂姿蜜润修护精粹水150ml/300ml保湿,25岁适用吗，之前没有怎么护过肤,适⽤⼈群,1
328899915987,欧莱雅太空霜精华面霜抗皱紧致补水保湿淡纹抗老化提亮烟酰胺,请问用这个就不需要用精华了嘛？,使用方法,2
345135694139,【99预售】谷雨美白奶罐面霜补水保湿滋润淡斑祛斑护肤品夏季晚霜,十七岁用也OK嘛,适⽤⼈群,1
204370277903,【99划算节】雅顿复合水凝霜透明质酸补水清透保湿面霜75ml,求问你们收到的盒子上有没有封口贴纸,包装,8
359957570595,烟酰胺美白面部精华原液提亮去黄改善暗沉肤色溶淡斑祛痘精华,效果怎样 能去黄淡斑吗,功效,0
283926686385,【立即抢购】华熙生物夸迪5D玻尿酸夸迪焕颜次抛精华液30ml正装z,"这个怎么用呀？
这个怎么用？可以当爽肤水吗？",使用方法,2
90227772661,【99划算节】SK-II小红瓶精华液精华水护肤品滋润紧致skll sk2,除皱抗皱效果好吗?谢谢各位。,功效,0
230007744315,日本ROHTO乐敦CC美容精华液 高渗透VC亮白精华液淡化痘印提亮肤色,祛痘效果好吗？,功效,0
381311580314,【全新升级】珀莱雅红宝石面霜2.0六胜肽深层补水保湿紧致抗初老,中性皮肤，T区油 ，请问各位姐妹买滋润还是清爽的？,适⽤⼈群,1
285447041883,珀莱雅水动力盈润霜补水保湿霜滋润护肤品锁水保湿精华清爽面霜女,锁水效果怎么样？,功效,0
358178730459,皮宝舒缓修护精华液15ml蓝精灵小蓝瓶修红肌肤屏障补水保湿受损,有效果吗？,功效,0
311630355785,OLAY玉兰油多效修护霜烟酰胺补水保湿淡纹面霜乳液官方,姐妹们 这款能涂抹在眼周么？,使用方法,2
336401302874,【99划算节】SK-II神仙水精华液精华水保湿紧致修护抗皱skll sk2,海蓝之谜好用，还是这个？,竞品对比,7
251230232201,上水和肌屏障修护肌底液Ectoin维稳换季发红薄皮umoua面部精华液,夏天混油 冬天混干 鼻子起皮 两颊一直高原红可以用吗,适⽤⼈群,1
333175947173,OLAY玉兰油多效修护霜烟酰胺补水保湿淡纹面霜乳液官方,老年人用？？,适⽤⼈群,1
346208076274,大水滴0点熬夜精华 5%浓度烟酰胺美白提亮淡化暗沉补水保湿修护,有味道吗,属性,4
269882907203,HomeFacialPro虾青素精华原液 抗初老面部精华液男女,对油性皮肤好吗？闺蜜疫情宅胖了很多，喝纤本伏琳掉秤了，但皮肤变得特油腻,适⽤⼈群,1
286315097930,城野医生VC377美白淡斑精华液提亮肤色面部精华改善痘印淡斑温和,会不会有依赖性,不良反应,6
95595498426,【99划算节】兰蔻小黑瓶安瓶面部修护精华液舒缓修护肌肤稳定弹润,油皮肤适合吗,适⽤⼈群,1
353883903314,大水滴3点祛痘精华 紧急祛痘淡化红印水杨酸点涂精华熬夜油痘肌,能涂痘印吗,功效,0
363292649895,美白祛斑霜去斑祛黄褐斑雀斑淡化色斑非专用药神器官方正品护肤男,有没有副作用？,不良反应,6
234947840586,【时代少年团推荐】理肤泉B5修复霜100ml泛红刺痛干痒印痕敏感肌,油皮＋敏感肌可以用吗？,适⽤⼈群,1
339616958095,DR.WU达尔肤杏仁酸精华8%果酸水杨酸祛痘去闭口粉刺黑头控油,去痘印效果怎么样,功效,0
254741857111,the ordinary10%烟酰胺精华原液+1%锌熬夜提亮收缩毛孔控油,收缩毛孔有用吗,功效,0
349265332782,欧莱雅玻尿酸七天安瓶原液精华液补水保湿面部精华女正品,玻璃瓶怎么打开？,包装,8
